0,uk_inf_5yr,uk_inf_10yr,uk_inf_30yr
2019-08-13,3.321261105706624,3.337886420234803,3.250827590872359
2019-08-14,3.3899062487131757,3.3694621922383874,3.246722314499151
2019-08-15,3.410807635638836,3.3863895683334952,3.207400668844818
2019-08-16,3.4396766985817178,3.42504830442142,3.242159390044069
2019-08-19,3.454893404374644,3.4514594737013864,3.2858647374631627
2019-08-20,3.4336791761378764,3.4280172221485987,3.274348740265466
2019-08-21,3.450531456247062,3.447781129907793,3.2993367496341452
2019-08-22,3.4344264314115476,3.4442461456108777,3.3358556548547593
2019-08-23,3.3939341857021037,3.4094762302381767,3.320816795259489
2019-08-27,3.382865413450247,3.3998121553649194,3.3064264903375147
2019-08-28,3.4219964661794844,3.409023770459302,3.2743482708784524
2019-08-29,3.4277530738016733,3.413055338620098,3.2783324553965443
2019-08-30,3.4145037000012164,3.389613913554784,3.2325096286887707
2019-09-02,3.4070126043176385,3.3824568479797374,3.2244192397974354
2019-09-03,3.443753252046898,3.4075453501362674,3.2339460477034256
2019-09-04,3.4429102365228728,3.3763858694710693,3.1222407646310595
2019-09-05,3.447678294969789,3.3877118012350476,3.153649503405305
2019-09-06,3.4635324036352304,3.390694830235781,3.1199815445719103
2019-09-09,3.466100309055717,3.4206238700699596,3.158139832472015
2019-09-10,3.450091293034765,3.427248598654591,3.2104958823334435
2019-09-11,3.4237047435558208,3.4294544482342473,3.2511549430405164
2019-09-12,3.3999673325347146,3.40806960274406,3.2393327902579347
